Name,Weight Class,Total Fights,Strikes Thrown Per Minute Difference,Sig Strikes Per Minute Difference,TDA Per Minute Difference,TDL Per Minute Difference,KD Per Minute Difference
Alexandre Pantoja,FLW,3,-0.8038000000000007,0.8613999999999997,0.059699999999999975,0.06799999999999999,-0.0297
Alex Perez,FLW,1,-0.3778000000000006,2.9874,0.37470000000000003,-0.104,-0.0297
Anthony Smith,LHW,3,-3.2904999999999998,-0.4916000000000005,-0.1845,-0.0851,0.0938
Hamdy Abdelwahab,HW,1,0.8530999999999995,-0.2262000000000004,0.08470000000000003,0.12510000000000002,0.0442
Drakkar Klose,LW,2,3.4075000000000006,2.5827999999999998,0.3288,0.0835,0.0748
Michael Morales,WW,2,27.556200000000004,16.4482,0.1384,-0.0865,0.5484
Orion Cosce,WW,2,-2.9677999999999995,-2.3838,0.3323999999999999,0.1185,-0.0226
Blood Diamond,WW,2,-4.159799999999999,-1.0537999999999998,-0.19160000000000002,-0.0865,-0.0226
Curtis Blaydes,HW,4,1.6010999999999989,-0.6072000000000002,0.15170000000000003,0.03610000000000001,0.014199999999999997
Tom Aspinall,HW,4,1.3820999999999994,2.6258,0.0547,0.1621,0.0562
Alexander Gustafsson,LHW,1,-1.6084999999999994,0.3843999999999994,-0.2435,-0.0851,-0.0242
Mason Jones,LW,4,4.156500000000001,1.5248,0.1548,0.09949999999999999,-0.0222
Damir Hadzovic,LW,2,-1.5454999999999988,0.11580000000000013,-0.17120000000000002,-0.0445,-0.0222
Charles Rosa,FW,4,1.2830999999999992,-1.2988000000000004,-0.030699999999999977,0.0,-0.0191
Claudio Silva,WW,2,-4.562799999999999,-3.2467999999999995,0.49039999999999995,0.08050000000000002,-0.0226
Brian Ortega,FW,2,-1.1639,-0.5628000000000002,0.07930000000000004,0.002999999999999989,-0.0191
Sumudaerji,FLW,2,-0.6338000000000008,0.8204000000000002,-0.2843,-0.104,0.011300000000000001
Shane Burgos,FW,3,4.078099999999999,3.3011999999999997,-0.09369999999999998,-0.052000000000000005,-0.0191
Ricky Simon,BW,4,-3.2300000000000004,-1.629,0.4902,0.3296,0.023600000000000003
Herbert Burns,FW,1,-7.407900000000001,-2.8688000000000002,0.029299999999999993,0.045999999999999985,-0.0191
Da-un Jung,LHW,1,2.4555000000000007,0.25839999999999996,-0.2435,-0.0851,-0.0242
Dwight Grant,WW,4,-1.1077999999999992,-1.1067999999999998,-0.18760000000000002,-0.03149999999999999,-0.0046
Douglas Silva de Andrade,FW,2,-3.8669000000000002,-2.0988,-0.16369999999999998,-0.033,-0.0191
Aiemann Zahabi,BW,2,-4.498,-0.79,-0.2908,-0.0984,0.0286
Garret Armfield,FW,1,-4.7869,-2.7428000000000003,-0.1127,-0.1,-0.0191
Karl Roberson,MW,3,-6.7189000000000005,-2.5896999999999997,-0.1476,-0.1067,-0.0155
Ronnie Lawrence,BW,3,-4.252000000000001,-1.037,0.13119999999999998,0.2536,0.04360000000000001
Alexander Volkonovski,FW,3,3.8681,4.0482000000000005,-0.1417,-0.03900000000000001,-0.0040999999999999995
Robbie Lawler,MW,2,4.126099999999999,4.3653,-0.2796,-0.1067,-0.0155
Donald Cerrone,WW,2,-4.300799999999999,-0.9207999999999998,-0.06360000000000002,-0.0865,-0.0226
Gabe Green,WW,2,3.292200000000001,1.4282000000000004,-0.0766,-0.04449999999999999,-0.0226
Brad Tavares,MW,3,-0.006899999999999906,0.8863000000000003,-0.2576,-0.1067,0.006499999999999999
Uriah Hall,MW,3,-2.1699,-1.1976999999999998,-0.2796,-0.1067,-0.0155
Alan Baudot,HW,3,0.03810000000000002,1.4567999999999994,-0.1823,-0.0749,0.011200000000000002
Christos Giagos,LW,3,-3.1014999999999997,-1.8552,0.14179999999999998,0.15550000000000003,-0.0222
Rodolfo Vieira,MW,1,-0.22990000000000066,1.7302999999999997,1.0534,-0.1067,-0.0155
Tafon Nchukwi,MW,4,1.5800999999999998,2.5473,-0.16060000000000002,-0.011700000000000002,-0.0155
Raulian Paiva,BW,3,-1.2300000000000004,-0.6720000000000002,0.05519999999999997,-0.012400000000000008,-0.0264
JP Buys,FLW,3,-3.500800000000001,-2.2756,0.13169999999999998,-0.06199999999999999,-0.0297
Brian Kelleher,FW,5,-1.0669000000000004,-2.5958000000000006,-0.04669999999999999,0.07799999999999999,0.0009000000000000015
Guram Kutateladze,LW,1,2.2545,1.1158000000000001,0.1628,-0.0445,-0.0222
Tony Kelley,BW,2,9.597000000000001,3.532,-0.2908,-0.0984,-0.0264
Court McGee,WW,3,-1.9227999999999987,-1.3357999999999994,0.26439999999999997,0.1665,0.009400000000000002
Jeremiah Wells,WW,3,-1.755799999999999,-0.6387999999999998,0.4414,-0.0014999999999999875,0.1484
Ricardo Ramos,FW,3,0.05509999999999948,-0.3258000000000001,0.1533,0.156,0.012900000000000002
Danny Chavez,FW,3,-3.1499000000000006,-1.6718000000000002,-0.07169999999999999,-0.036000000000000004,-0.0191
Eddie Wineland,BW,2,1.8569999999999993,-0.7749999999999999,-0.11580000000000001,0.07659999999999999,-0.0264
Deron Winn,MW,1,1.9430999999999994,-0.6046999999999998,-0.2796,-0.1067,-0.0155
Roman Dolidze,MW,2,-3.626900000000001,-2.6456999999999997,0.27540000000000003,0.20129999999999998,0.1075
Jiri Prochazka,LHW,2,1.5615000000000006,1.6974,-0.2145,-0.0561,0.004800000000000002
Ramazan Emeev,WW,2,-0.23579999999999934,-0.8917999999999995,0.38439999999999996,0.19849999999999998,-0.0226
Kyung Ho Kang,BW,1,-0.5800000000000001,2.393,-0.1578,-0.0984,-0.0264
Batgeral Danaa,BW,1,8.154,2.9930000000000003,-0.2238,-0.0984,-0.0264
Movsar Evloev,FW,3,4.8001000000000005,-0.06479999999999997,0.42529999999999996,0.344,-0.0191
Michael Trizano,FW,1,-4.2879000000000005,-1.4918000000000005,-0.2637,-0.1,0.07289999999999999
Lucas Almeida,FW,1,4.597099999999999,2.5382,-0.2637,-0.1,0.1639
Zarrukh Adashev,FLW,3,-0.5167999999999999,0.03739999999999988,-0.12329999999999999,-0.104,-0.0297
Askar Mozharov,LHW,1,-5.3825,-3.6646000000000005,-0.2435,-0.0851,-0.0242
Alex Da Silva,LW,1,-4.012499999999999,-1.7511999999999999,-0.3042,-0.1115,0.044800000000000006
Niklas Stolze ,WW,2,-6.033799999999999,-1.9657999999999998,-0.2426,-0.0865,-0.0226
Jeff Molina,FLW,3,11.134199999999998,4.6354,-0.2563,-0.104,0.0553
Andreas Michailidis,MW,3,-3.8459000000000003,-1.3397000000000001,0.0033999999999999586,-0.021699999999999997,-0.0155
Michel Pereira,WW,3,2.7142000000000017,2.5532000000000004,-0.020600000000000007,0.0025000000000000022,-0.0226
Jun Yong Park,MW,1,2.3041,2.9973,-0.2126,-0.1067,-0.0155
Uros Medic,LW,3,2.0084999999999997,3.0347999999999997,-0.3042,-0.1115,0.1958
Felipe Colares,FW,3,-2.0199,-1.0758000000000005,0.2243,0.016,-0.0191
Aleksandar Rakic,LHW,2,-0.9604999999999997,-1.6876000000000002,-0.014499999999999985,-0.047099999999999996,-0.0242
Louis Smolka,BW,2,2.860999999999999,3.0410000000000004,-0.05779999999999999,-0.0984,-0.0264
Frank Camacho,LW,1,1.1814999999999998,0.5537999999999998,1.1448,-0.1115,-0.0222
Manuel Torres,LW,1,8.138499999999999,5.7708,-0.014200000000000046,-0.1115,0.2678
Alan Patrick,LW,2,-4.3225,-2.0332,0.27279999999999993,-0.1115,-0.0222
Mauricio Hua,LHW,1,-3.0685000000000002,-0.49360000000000026,-0.2435,-0.0851,-0.0242
Ovince Saint preux,HW,2,-3.9509000000000007,-0.9402000000000004,0.08370000000000002,-0.030899999999999997,-0.0228
Khaos Williams,WW,3,11.085200000000002,2.6142000000000003,-0.2106,-0.0865,0.041400000000000006
Fernie garcia,BW,1,-3.9800000000000004,-1.807,-0.2908,-0.0984,-0.0264
Tristan Connelly,FW,2,-1.6339000000000006,-1.4988000000000001,-0.2307,-0.067,-0.0191
Mike Breeden,LW,2,4.0365,2.6508000000000003,-0.05920000000000003,0.0725,-0.0222
Sergey Khandozhko,WW,1,2.7842000000000002,0.9832000000000001,-0.1346,0.021500000000000005,0.1934
Ike Villanueva,LHW,4,0.33150000000000013,-0.21760000000000046,-0.1315,-0.029099999999999994,0.0318
Cameron Else,BW,1,-6.2700000000000005,-2.1310000000000002,-0.2908,-0.0984,-0.0264
Phillipe Lins,LHW,1,-0.20149999999999935,0.1734,0.4895,0.1819,-0.0242
Dean Barry,WW,1,13.3222,4.996200000000001,0.016399999999999998,0.17250000000000001,0.2364
Miguel Baeza,WW,3,6.869200000000001,3.3732000000000006,-0.1456,-0.0865,-0.0226
TJ Laramie,FW,1,-8.4669,-3.3318000000000003,0.003300000000000025,-0.033,-0.0191
Brandon Jenkins,LW,2,-1.1745,-1.1542,-0.3042,-0.1115,-0.0222
Kevin Croom,FW,3,-1.8089000000000013,-1.7978000000000005,0.28830000000000006,-0.068,-0.0191
Chan Sung Jung,FW,2,-1.8399,-0.8958000000000004,-0.1407,-0.02600000000000001,-0.0191
Giblert Burns,WW,1,4.137200000000002,3.6192,0.09040000000000001,-0.0865,-0.0226
Vinc Pichel,LW,2,0.6204999999999998,0.5488,-0.10420000000000001,-0.0785,-0.0222
Mickey Gall,WW,3,-1.4848,-0.19979999999999976,-0.05760000000000001,0.005500000000000005,-0.0226
Aleksei Oleinik,HW,3,-0.5989000000000004,-0.5922000000000005,-0.0363,-0.025899999999999992,-0.0228
Matt Brown,WW,2,-2.1767999999999983,0.3752000000000004,0.06139999999999998,0.1305,0.020399999999999998
Askar Askarov,FLW,2,-3.508800000000001,-0.7725999999999997,0.38270000000000004,0.129,-0.0297
Batgerel Danaa,BW,2,5.158000000000001,0.13100000000000023,-0.1718,0.020599999999999993,0.09259999999999999
Aliaskhab Khizriev,MW,1,1.1770999999999994,2.0263,0.15139999999999998,0.18029999999999996,-0.0155
Bruno Souza,FW,2,-1.5998999999999999,-0.5988000000000002,-0.06369999999999998,-0.067,-0.0191
Kazula Vargas,LW,2,0.9075000000000006,1.3898000000000001,-0.25120000000000003,-0.1115,-0.0222
Mike Grundy,FW,2,-6.8039000000000005,-2.3258000000000005,1.0533,0.151,-0.0191
Timur Valiev,FW,3,-0.08890000000000065,0.20120000000000005,0.06930000000000003,0.033,-0.0191
Marlon Moraes,BW,2,-4.488,-0.9740000000000002,-0.2908,-0.0984,0.060599999999999994
Alex Caceres,FW,1,-1.533900000000001,0.06820000000000004,-0.06369999999999998,-0.033,-0.0191
Kamuela Kirk,FW,2,-1.5119000000000007,-2.3078000000000003,-0.2637,-0.1,-0.0191
Kris Moutinho,BW,2,3.9670000000000005,0.5860000000000003,-0.2908,-0.0984,-0.0264
Colby Covington,WW,2,1.9902000000000015,-0.29380000000000006,0.2774,0.0335,-0.0226
Alex Oliveira,WW,3,-2.675799999999999,-0.35079999999999956,-0.029600000000000015,0.04150000000000001,-0.0226
Greg Hardy,HW,2,-2.0999,-0.2512000000000003,-0.1823,-0.0749,-0.0228
Tim Elliot,FLW,3,3.7691999999999997,0.2614000000000001,0.29369999999999996,0.074,-0.007700000000000002
Devonte Smith,LW,3,-1.8364999999999991,-0.4001999999999999,-0.17720000000000002,-0.0795,-0.0222
Joel Alvarez,LW,2,0.22250000000000014,1.0328,-0.3042,-0.1115,-0.0222
Rong Zhu,LW,3,0.3025000000000002,0.1828000000000003,0.08379999999999999,0.1305,0.0017999999999999995
Alejandro Perez,BW,2,-2.1590000000000007,-1.177,-0.20779999999999998,-0.0574,0.014600000000000002
Ramiz Brahimaj,WW,3,-6.950799999999999,-2.6287999999999996,0.06339999999999998,0.1175,-0.0226
Michael Gillmore,MW,2,-5.961900000000001,-1.9676999999999998,-0.2796,-0.1067,-0.0155
Kyle Daukus,MW,1,-4.3439000000000005,-2.7987,0.9243999999999999,0.49529999999999996,-0.0155
Garbiel Benitez,FW,1,10.751100000000001,6.1232,-0.2637,-0.1,-0.0191
Chas Skelly,FW,1,-2.087900000000001,-2.3368,0.1643,0.04299999999999998,0.12389999999999998
Mark Striegl,FW,1,-4.7959000000000005,-3.1918000000000006,0.021299999999999986,-0.1,-0.0191
Kyler Phillips,BW,3,0.6419999999999995,0.8220000000000001,0.23520000000000002,0.1406,-0.0023999999999999994
Fabio Cherant,LHW,3,-6.4425,-2.7036000000000007,-0.2435,-0.0851,-0.0242
Dougle Silva de Andrade,BW,2,-1.072000000000001,0.2160000000000002,-0.1948,-0.0984,0.3556
Max Grishin,LHW,2,-0.20149999999999935,0.40639999999999965,-0.1765,-0.0851,0.042800000000000005
Michae Trizano,FW,1,-0.5339000000000009,0.3351999999999995,-0.19669999999999999,-0.033,-0.0191
Danilo Marques,LHW,3,-4.4845,-2.4086000000000003,0.5774999999999999,0.1739,-0.0242
Denys Bondar,FLW,1,-5.949800000000001,-0.6785999999999999,0.4477,0.628,-0.0297
Francis Ngannou,HW,2,-3.6979000000000006,-1.5342000000000002,0.04470000000000002,0.08710000000000001,0.0422
Saimon Oliveira,BW,1,-5.113,-1.9409999999999998,-0.2908,-0.0984,-0.0264
Giga Chikadze,FW,3,2.008099999999999,0.9611999999999998,-0.2637,-0.1,0.0599
Rogerio Bontorin,FLW,3,-2.2488,-0.5695999999999999,0.030700000000000005,0.182,-0.0297
Dakota Bush,LW,2,-2.320499999999999,-1.3162000000000003,0.17479999999999996,0.0485,-0.0222
Diego Ferreira,LW,3,-0.8285,-0.44920000000000027,-0.21420000000000003,-0.1115,-0.0222
Dustin Stolzfus,MW,1,-4.6099000000000006,-3.0777,0.02839999999999998,0.20129999999999998,-0.0155
Andre Ewell,BW,3,-0.6419999999999995,-0.5060000000000002,-0.2388,-0.046400000000000004,-0.0264
Matt Sayles,LW,1,-5.6125,-2.2492,-0.16320000000000004,0.029499999999999985,-0.0222
Dustin Poirer,LW,1,-0.8955000000000002,1.1727999999999996,-0.3042,-0.1115,0.0688
Ryan Hall,FW,2,-0.9069000000000003,-1.8048000000000002,-0.010699999999999987,-0.1,-0.0191
Randy Costa,BW,1,-3.7780000000000005,-0.923,-0.18280000000000002,-0.0984,-0.0264
Jose Aldo,BW,1,-4.033,-0.8340000000000001,-0.2508,-0.0984,0.0536
Maki Pitolo,MW,2,-2.788900000000001,-1.6157,0.30439999999999995,0.1583,-0.0155
Chris Gruetzemacher,LW,2,3.3475,0.7717999999999998,-0.23420000000000002,-0.0765,-0.0222
Michael Chiesa,WW,3,-5.017799999999999,-3.0008,-0.05860000000000001,0.05150000000000002,-0.0226
Rani Yahya,BW,2,1.3119999999999994,-2.762,0.2272,0.1176,-0.0264
KyungHo Kang ,BW,1,-0.6460000000000008,-1.407,-0.2908,-0.0984,0.040600000000000004
Rafa garcia,LW,1,-2.6125,-1.7511999999999999,0.4958,0.35550000000000004,-0.0222
Sean Soriano,LW,2,-4.0745,-0.8432,-0.20920000000000002,-0.0165,-0.0222
Ben Rothwell,HW,2,6.652099999999999,4.0118,0.07870000000000002,0.05610000000000001,-0.0228
Song Yadong,BW,3,3.6289999999999996,1.548,-0.20879999999999999,-0.0984,0.0005999999999999998
Collin Anglin,FW,2,-2.507900000000001,-1.4198000000000004,-0.0877,-0.01200000000000001,-0.0191
Al Iaquinta,LW,1,2.0015,0.05379999999999985,-0.3042,-0.1115,-0.0222
Jordan Williams,WW,1,0.10620000000000118,0.1012000000000004,-0.0416,-0.0865,-0.0226
Gian Villante,HW,1,-3.1729000000000003,-0.03020000000000067,-0.1823,-0.0749,-0.0228
John Allan,LHW,1,2.9985,1.0393999999999997,-0.2435,-0.0851,-0.0242
CJ Vergara,FLW,1,3.5241999999999987,2.5944000000000003,-0.2843,-0.104,-0.0297
Elizeu Zaleski Dos Santos,WW,1,7.870200000000002,5.6192,0.024400000000000005,-0.0865,-0.0226
Shamil Gamzatov,LHW,1,9.3835,5.859399999999999,0.32549999999999996,-0.0851,-0.0242
Hu Yaozong,MW,1,-5.625900000000001,-2.3097,-0.2796,-0.1067,-0.0155
Ricky Glenn,LW,2,-2.3445,-1.6512000000000002,-0.3042,-0.1115,0.1058
Laureano Strapoli ,MW,2,-5.3959,-2.8697,0.1874,0.026300000000000004,-0.0155
Khama Worthy,LW,2,-1.6805000000000003,0.4227999999999996,-0.3042,-0.1115,-0.0222
Zviad Lazishvili,BW,1,-0.045999999999999375,-0.07399999999999984,0.10920000000000002,-0.0984,-0.0264
Gaetano Pirrello ,BW,2,-8.744,-3.2800000000000002,-0.2908,-0.0984,-0.0264
Johnny Eduardo,BW,1,-3.7520000000000007,-0.911,-0.18280000000000002,0.009599999999999997,-0.0264
Martin Sano,WW,1,1.2702000000000009,-0.31379999999999963,-0.2426,-0.0865,-0.0226
Antonio Arroyo,MW,1,-2.4949000000000003,-1.1776999999999997,-0.2796,-0.1067,-0.0155
Mike Rodriguez,LHW,2,-1.6654999999999998,-1.4796000000000005,-0.2435,-0.0851,-0.0242
Impa Kasanganay,WW,2,-3.043799999999999,-1.9587999999999997,0.5014,0.1615,-0.0226
Gustavo Lopez,BW,2,-4.2330000000000005,-1.641,0.06319999999999998,0.019599999999999992,-0.0264
David Zawada,WW,1,3.270200000000001,1.4192,-0.1096,-0.01949999999999999,-0.0226
Luigi Vendramini,LW,2,-1.554499999999999,-1.0452,0.05679999999999996,-0.008500000000000008,-0.0222
Liudvik Sholinan,BW,1,-3.713,-3.007,-0.023799999999999988,-0.0984,-0.0264
Gilbert Urbina,MW,1,2.9400999999999993,2.2043,0.5484,0.1693,-0.0155
Kevin Lee,WW,1,1.337200000000001,-0.5807999999999995,0.22440000000000002,0.11350000000000002,-0.0226
Darren Stewart,MW,3,-2.1839000000000004,-1.0926999999999998,-0.014600000000000002,0.06929999999999999,-0.0155
Austin Hubbard,LW,2,1.320500000000001,0.015799999999999592,-0.03720000000000001,0.05550000000000001,-0.0222
Austin Lingo,FLW,1,2.7241999999999997,1.2614,-0.2843,-0.104,0.0373
Domingo Pilarte,BW,1,-0.3130000000000006,-4.074,-0.2908,-0.0984,-0.0264
Roosevelt Roberts,LW,1,1.9894999999999996,-0.3972000000000002,0.4998,-0.1115,-0.0222
Sasha Palatnikkov,WW,1,-9.553799999999999,-3.9217999999999997,-0.2426,-0.0865,-0.0226
Casey Kenney,BW,2,2.154,0.7930000000000001,-0.05779999999999999,-0.0654,-0.0264
Drako Rodriguez,BW,2,-0.35100000000000087,-0.6240000000000001,-0.01479999999999998,0.06760000000000001,-0.0264
Anderson Dos Santos,BW,1,3.7319999999999993,-1.4340000000000002,0.1532,-0.0984,-0.0264
Jamey Simmons,BW,1,-5.638,-3.351,-0.2908,-0.0984,-0.0264
Kai Kamaka,FW,2,-2.0999,-0.6988000000000003,-0.13069999999999998,-0.067,0.013900000000000003
Ryan Benoit,FLW,1,0.4581999999999997,-1.1385999999999998,-0.2173,-0.104,0.0373
Ian Heinisch,MW,2,-3.251900000000001,-1.7997,0.1094,-0.0637,-0.0155
Jordan ,WW,1,1.1342000000000017,0.0932000000000004,0.09640000000000001,0.25250000000000006,-0.0226
Jeremy Stephens,LW,1,-8.5665,-4.0842,-0.3042,-0.1115,-0.0222
Rodolfo Viera,MW,2,-3.5079000000000002,-0.9146999999999998,0.4654,0.2663,-0.0155
Rodrigo Nascimento,HW,1,3.0311000000000003,3.4647999999999994,0.28070000000000006,-0.0749,-0.0228
Connor McGregor,LW,2,1.2364999999999995,0.3837999999999999,-0.2242,-0.1115,-0.0222
Carlos Condit,WW,2,2.2032000000000007,-0.9137999999999997,0.024400000000000005,-0.01949999999999999,-0.0226
Omari Akhmedov,MW,2,1.7820999999999998,-0.6356999999999999,0.3664,0.0773,-0.0155
Jerome Rivera,FLW,3,4.2462,-1.6585999999999999,0.059699999999999975,-0.104,-0.0297
Michel Prazeres,WW,1,-5.148799999999999,-3.4768,0.17639999999999997,-0.0865,-0.0226
Justin Jaynes,LW,2,-4.6575,-1.7572,-0.13520000000000001,-0.026499999999999996,-0.0222
Yancy Medeiros,LW,1,4.7204999999999995,2.7828,-0.17120000000000002,0.021500000000000005,-0.0222
Dhiego Lima,WW,2,0.5582000000000011,-0.3197999999999994,-0.02560000000000001,-0.0865,-0.0226
Aleksa Camur,LHW,1,1.3985000000000003,2.7063999999999995,-0.11049999999999999,-0.0851,-0.0242
Roque Martinez,HW,1,10.520100000000001,0.17379999999999995,-0.1823,-0.0749,-0.0228
Nate Diaz,WW,1,-1.8097999999999992,-1.2737999999999996,-0.2426,-0.0865,-0.0226
Demian Maia,WW,1,-7.062799999999999,-2.9137999999999997,1.1574,-0.01949999999999999,-0.0226
Carlos Felipe,HW,2,1.0530999999999988,1.6067999999999998,-0.1493,-0.0749,-0.0228
Walt Harris,HW,1,-0.0799000000000003,1.5168,-0.1823,-0.0749,-0.0228
Victor Rodriguez,FLW,1,-6.6088000000000005,-3.6056,-0.2843,-0.104,-0.0297
Beneil Dariush,LW,2,-1.2795000000000005,-1.2511999999999999,0.39579999999999993,0.15550000000000003,-0.0222
Jacare Souza,MW,1,-4.3889000000000005,-1.2407,0.2224,0.14429999999999998,-0.0155
Kevin Aguilar,FW,1,2.0000999999999998,1.0682,-0.13069999999999998,-0.1,-0.0191
Maurice Green,HW,1,-5.2799000000000005,-3.7602,-0.1823,-0.0749,-0.0228
Gregor Gillespie,LW,1,-3.3054999999999994,0.4847999999999999,0.5078,0.29450000000000004,-0.0222
Christian Aguilera,WW,1,-5.4967999999999995,-3.9647999999999994,0.10639999999999997,-0.0865,-0.0226
KB Bhullar,MW,1,-1.3628999999999998,0.6642999999999999,-0.2796,-0.1067,-0.0155
Luke Sanders,FW,1,3.9330999999999996,3.5351999999999997,0.06930000000000003,0.033,0.047900000000000005
Chris Weidman,MW,1,-3.1039000000000003,-0.4737,-0.2796,-0.1067,-0.0155
Stefan Sekulic,WW,1,-6.796799999999999,-2.1137999999999995,0.22440000000000002,0.11350000000000002,-0.0226
Luis Pena,LW,1,2.5875000000000004,1.9158,-0.3042,-0.1115,-0.0222
Alexander Munoz,LW,1,1.0545000000000009,1.2488000000000001,0.29579999999999995,0.15550000000000003,-0.0222
Juan Espino,HW,1,-5.0269,-3.0102,0.26870000000000005,0.2861,-0.0228
Bartosz Fabinski,MW,1,1.3370999999999995,-1.0027,0.22039999999999998,0.3933,-0.0155
Anthony Birchak,BW,1,-1.859,-1.512,-0.1378,-0.0984,-0.0264
Mike Perry,WW,1,-1.5968,-0.24679999999999946,0.024400000000000005,0.046500000000000014,-0.0226
Yorgan De Castro,HW,1,-5.1349,-3.4342000000000006,-0.1823,-0.0749,-0.0228
Jarjis Danho,HW,1,-6.123900000000001,-0.7962000000000002,0.14770000000000003,-0.0749,0.30720000000000003
Hunter Azure,BW,1,-2.846,-1.274,0.10920000000000002,-0.0984,-0.0264
Jordan Griffin,FW,1,-5.9339,-2.1318,0.20330000000000004,0.167,-0.0191
Sasha Palatnikov,WW,1,-2.8157999999999994,-1.9207999999999998,-0.2426,-0.0865,-0.0226
Stipe Miocic,HW,1,-7.8639,-2.0482000000000005,-0.012299999999999978,-0.0749,-0.0228
Tyrone Woodley,WW,1,0.20220000000000127,0.2622,0.011399999999999993,-0.0865,-0.0226
Thomas Almeida,BW,1,-5.793,-2.471,-0.1468,-0.026400000000000007,-0.0264
Abu Azaitar,MW,1,7.315100000000001,3.2293000000000003,-0.0786,-0.1067,-0.0155
Jesse Strader,BW,1,1.7989999999999995,2.8449999999999998,-0.2908,-0.0984,-0.0264
Gavin Tucker,FW,1,-8.3399,-1.6048000000000004,-0.2637,-0.1,-0.0191
Ray Rodriguez,BW,1,-6.619000000000001,-3.906,-0.2908,-0.0984,-0.0264
Joseph Benavidez,FLW,1,-0.9418000000000006,-0.5385999999999997,-0.2843,-0.104,-0.0297
Jordan Espinosa,FLW,1,-7.2758,-2.7386,-0.2843,-0.104,-0.0297
Aalon Cruz,LW,1,-8.612499999999999,-4.0842,0.8957999999999999,-0.1115,-0.0222
Jimmie Rivera,BW,1,1.9540000000000006,0.05900000000000016,0.042200000000000015,-0.0314,-0.0264
Vince Cachero,BW,1,-6.559,-3.0869999999999997,-0.1328,-0.0984,-0.0264
Charles Rose,FLW,1,-6.2088,-2.6056,-0.2173,-0.104,-0.0297
Alistair Overeem,HW,1,-7.2629,-2.6852000000000005,-0.0413,-0.0749,-0.0228
Martin Day,FW,1,-7.9999,-3.7988000000000004,-0.2637,-0.1,-0.0191
Andrew Sanchez,MW,1,0.9280999999999988,-0.30569999999999986,-0.12560000000000002,-0.1067,-0.0155
Antonio Carlos,MW,1,-1.1629000000000005,-1.7357,0.5204,-0.0397,-0.0155
Nik Lentz,FW,1,-1.9339000000000013,-1.2648000000000001,0.06930000000000003,-0.033,-0.0191
Vinicius Moreira,LHW,1,-2.2344999999999997,0.15439999999999987,-0.2435,-0.0851,-0.0242
Tom Breese,MW,1,-8.366900000000001,-3.8527,-0.12960000000000002,-0.1067,-0.0155
Markus Perez,MW,1,-5.1629000000000005,-2.3357,-0.2126,-0.1067,-0.0155
Matt Brown ,WW,1,-7.262799999999999,-2.4467999999999996,0.1574,-0.01949999999999999,-0.0226
david Zawada,WW,1,1.9372000000000007,-1.3807999999999998,-0.1756,-0.01949999999999999,-0.0226
Jacob Kilburn,FW,1,3.3331,-0.06479999999999997,0.9362999999999999,-0.033,-0.0191
